Timestamp_s;Angle_deg;AngleDifference;NormalizedDegrees
6,25625;133,0282266;-0,657870861;46,97177339
6,272933333;131,5454323;-1,482794276;48,45456767
6,289616667;131,2171236;-0,328308685;48,78287636
6,3063;130,4307503;-0,786373349;49,5692497
6,322983333;129,364832;-1,065918269;50,63516797
6,339666667;128,8806225;-0,484209572;51,11937754
6,35635;128,7691181;-0,111504378;51,23088192
6,373033333;127,6121403;-1,156977799;52,38785972
6,389716667;127,4179185;-0,194221795;52,58208152
6,4064;127,9097164;0,491797873;52,09028364
6,423083333;128,1942205;0,284504132;51,80577951
6,439766667;128,0477414;-0,146479134;51,95225865
6,45645;127,115403;-0,932338306;52,88459695
6,473133333;126,4552924;-0,66011066;53,54470761
6,489816667;127,155922;0,700629578;52,84407803
6,5065;127,7076673;0,551745314;52,29233272
6,523183333;126,721237;-0,986430246;53,27876297
6,539866667;127,0081635;0,286926482;52,99183648
6,55655;126,7720717;-0,236091783;53,22792827
6,573233333;125,1156618;-1,656409908;54,88433817
6,589916667;124,5540829;-0,561578893;55,44591707
6,6066;122,6609937;-1,893089207;57,33900627
6,623283333;120,6453848;-2,015608879;59,35461515
6,639966667;119,8340203;-0,811364517;60,16597967
6,65665;118,1458237;-1,688196585;61,85417626
6,673333333;116,6588121;-1,487011682;63,34118794
6,690016667;115,2683157;-1,390496389;64,73168433
6,7067;113,4786633;-1,789652395;66,52133672
6,723383333;111,9565435;-1,52211974;68,04345646
6,740066667;110,8778629;-1,078680627;69,12213709
6,75675;108,9354675;-1,942395396;71,06453248
6,773433333;107,7110501;-1,224417392;72,28894988
6,790116667;106,0094982;-1,70155197;73,99050185
6,8068;105,095235;-0,914263165;74,90476501
6,823483333;102,9779538;-2,117281233;77,02204624
6,840166667;100,9005845;-2,077369215;79,09941546
6,85685;99,6022368;-1,29834774;80,3977632
6,873533333;99,13418014;-0,468056662;80,86581986
6,890216667;97,18011972;-1,954060415;82,81988028
6,9069;94,72813325;-2,451986477;85,27186675
6,923583333;93,8977548;-0,830378444;86,1022452
6,940266667;90,60373011;-3,294024697;89,39626989
6,95695;87,62464186;-2,979088245;92,37535814
6,973633333;87,50903588;-0,115605981;92,49096412
6,990316667;85,35136734;-2,157668544;94,64863266
7,007;83,62463898;-1,726728352;96,37536102
7,023683333;81,95738461;-1,667254373;98,04261539
7,040366667;81,84580045;-0,11158416;98,15419955
7,05705;77,11036094;-4,735439515;102,8896391
7,073733333;73,03457679;-4,075784142;106,9654232
7,090416667;72,64252379;-0,392053004;107,3574762
7,1071;71,68434627;-0,958177523;108,3156537
7,123783333;68,22537033;-3,458975934;111,7746297
7,140466667;69,52588422;1,300513882;110,4741158
7,15715;67,0357805;-2,490103717;112,9642195
7,173833333;66,0456262;-0,990154294;113,9543738
7,190516667;63,54057649;-2,505049711;116,4594235
7,2072;61,38629767;-2,154278821;118,6137023
7,223883333;59,98439646;-1,401901211;120,0156035
7,240566667;58,8819855;-1,10241096;121,1180145
7,25725;54,69572946;-4,186256044;125,3042705
7,273933333;51,759163;-2,936566455;128,240837
7,290616667;50,89206441;-0,867098591;129,1079356
7,3073;48,67292366;-2,219140751;131,3270763
7,323983333;45,87348496;-2,799438697;134,126515
7,340666667;44,32140458;-1,55208038;135,6785954
7,35735;42,35415959;-1,967244991;137,6458404
7,374033333;41,00442047;-1,349739117;138,9955795
7,390716667;39,48400408;-1,520416391;140,5159959
7,4074;37,0610242;-2,422979881;142,9389758
7,424083333;35,72692882;-1,334095387;144,2730712
7,440766667;34,66778781;-1,059141002;145,3322122
7,45745;30,83934474;-3,828443075;149,1606553
7,474133333;27,24526514;-3,594079596;152,7547349
7,490816667;25,50270906;-1,742556083;154,4972909
7,5075;22,61489442;-2,88781464;157,3851056
7,524183333;19,82254577;-2,792348654;160,1774542
7,540866667;16,76068097;-3,061864798;163,239319
7,55755;13,71531409;-3,045366878;166,2846859
7,574233333;11,40773281;-2,307581282;168,5922672
7,590916667;9,103686139;-2,30404667;170,8963139
7,6076;8,773030364;-0,330655774;171,2269696
7,624283333;6,139139309;-2,633891056;173,8608607
7,640966667;3,847300048;-2,291839261;176,1527
7,65765;2,633947467;-1,213352581;177,3660525
7,674333333;0,943887907;-1,69005956;179,0561121
7,691016667;-0,214602063;-1,15848997;180,2146021
7,7077;-1,868324083;-1,65372202;181,8683241
7,724383333;-5,471529192;-3,603205109;185,4715292
7,741066667;-6,994964387;-1,523435195;186,9949644
7,75775;-10,76907112;-3,774106731;190,7690711
7,774433333;-13,17697172;-2,407900601;193,1769717
7,791116667;-16,30629824;-3,129326524;196,3062982
7,8078;-17,67761548;-1,371317238;197,6776155
7,824483333;-20,38418066;-2,706565182;200,3841807
7,841166667;-23,30641613;-2,922235471;203,3064161
7,85785;-26,04531903;-2,738902902;206,045319
7,874533333;-28,05553468;-2,010215647;208,0555347
7,891216667;-31,85580505;-3,800270367;211,855805
7,9079;-33,74688743;-1,891082377;213,7468874
7,924583333;-35,86727942;-2,120391994;215,8672794
7,941266667;-39,41877339;-3,551493974;219,4187734
7,95795;-41,12613057;-1,707357172;221,1261306
7,974633333;-44,87742482;-3,751294255;224,8774248
7,991316667;-48,20456217;-3,327137346;228,2045622
8,008;-49,38734971;-1,182787541;229,3873497
8,024683333;-52,655672;-3,268322296;232,655672
8,041366667;-56,38379564;-3,728123634;236,3837956
8,05805;-56,24578411;0,138011528;236,2457841
8,074733333;-60,32240047;-4,07661636;240,3224005
8,091416667;-64,23355494;-3,911154467;244,2335549
8,1081;-66,62783726;-2,394282325;246,6278373
8,124783333;-69,42075852;-2,792921255;249,4207585
8,141466667;-70,79651153;-1,37575301;250,7965115
8,15815;-73,64643582;-2,849924292;253,6464358
8,174833333;-76,30479686;-2,658361037;256,3047969
8,191516667;-79,60151204;-3,29671518;259,601512
8,2082;-86,26151204;-6,66;266,261512
8,224883333;-92,92151204;-6,66;272,921512
8,241566667;-99,58151204;-6,66;279,581512
8,25825;-106,241512;-6,66;286,241512
8,274933333;-112,901512;-6,66;292,901512
8,291616667;-119,561512;-6,66;299,561512
8,3083;-126,221512;-6,66;306,221512
8,324983333;-132,881512;-6,66;312,881512
8,341666667;-139,541512;-6,66;319,541512
8,35835;-146,201512;-6,66;326,201512
8,375033333;-152,861512;-6,66;332,861512
8,391716667;-159,521512;-6,66;339,521512
8,4084;-166,181512;-6,66;346,181512
8,425083333;-172,841512;-6,66;352,841512
8,441766667;-179,501512;-6,66;359,501512
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
